DIRECTORY REACT FINAL PROJECT - COMPLETE SOURCE CODE
============================================================

Generated on: +05 16:09:09 2025 އޮގަސްޓް 27 ބުދަ
Project root: /home/mine/Documents/codingProjects/DirReactFinal

============================================================

PROJECT_STATUS.txt
==================

[2025-01-27 15:30] | project root | Cold start. Awaiting task. | todo
        <button
          onClick={() => {
            console.log('Manual refresh triggered');
            calculateLayout();
          }}
          className="bg-yellow-500 hover:bg-yellow-600 text-white px-3 py-2 rounded text-sm font-medium"
          title="Refresh family tree layout"
        >
          🔄 Refresh
        </button>
        <button
          onClick={zoomIn}
          className="bg-blue-500 hover:bg-blue-600 text-white px-3 py-2 rounded text-sm font-medium"
        >
          Zoom In
        </button>
        <button
          onClick={zoomOut}
          className="bg-blue-500 hover:bg-blue-600 text-white px-3 py-2 rounded text-sm font-medium"
        >
          Zoom Out
        </button>
        <span className="text-sm text-gray-600 ml-2">
          Zoom: {Math.round(zoomLevel * 100)}%
        </span>
        
        {/* 2025-01-28: ENHANCED: Generation indicator for multi-generational families */}
        {relationships.length > 0 && (
          <span className="text-sm text-purple-600 ml-2 font-medium">
            🌳 {calculateGenerationCount()} Generations
          </span>
        )}
        
        {/* 2025-01-28: ENHANCED: Relationship legend for different line styles */}
        {relationships.length > 0 && (
          <div className="flex items-center gap-2 ml-2 text-xs">
            <span className="text-gray-600">Lines:</span>
            <div className="flex items-center gap-1">
              <div className="w-3 h-0.5 bg-blue-500"></div>
              <span className="text-blue-500">Parent</span>
            </div>
            <div className="flex items-center gap-1">
              <div className="w-3 h-0.5 bg-green-500 border-dotted border-t border-green-500"></div>
              <span className="text-green-500">Sibling</span>
            </div>
            <div className="flex items-center gap-1">
              <div className="w-3 h-0.5 bg-purple-500"></div>
              <span className="text-purple-500">Grand</span>
            </div>
          </div>
        )}
        
        {/* 2025-01-28: Edit family button */}
        {isEditable && (
          <button
            onClick={toggleEditingMode}
            className={`px-3 py-2 rounded text-sm font-medium ${
              editingMode 
                ? 'bg-red-500 hover:bg-red-600 text-white' 
                : 'bg-green-500 hover:bg-green-600 text-white'
            }`}
          >
            {editingMode ? '✋ Stop Editing' : '✏️ Edit Family'}
          </button>
        )}
        
        {/* 2025-01-28: Relationship type selector */}
        {editingMode && showRelationshipSelector && (
          <div className="flex items-center gap-2">
            <span className="text-sm text-gray-600">Relationship:</span>
            <select
              value={relationshipType}
              onChange={(e) => handleRelationshipTypeChange(e.target.value)}
              className="px-2 py-1 border border-gray-300 rounded text-sm"
            >
              {RELATIONSHIP_OPTIONS.map(option => (
                <option key={option.value} value={option.value}>
                  {option.label}
                </option>
              ))}
            </select>
          </div>
        )}
        
        {/* 2025-01-28: Editing mode indicator */}
        {editingMode && (
          <span className="text-sm text-green-600 ml-2">
            ✏️ Editing Mode
          </span>
        )}
      </div>
      
      {/* 2025-01-28: Family tree visualization */}
      <div className="family-tree-content">
        <svg
          ref={svgRef}
          width={svgDimensions.width}
          height={svgDimensions.height}
          viewBox={`0 0 ${svgDimensions.width} ${svgDimensions.height}`}
          style={{
            transform: `scale(${zoomLevel})`,
            transformOrigin: 'top left',
            maxWidth: '100%',
            height: 'auto',
            overflow: 'visible'
          }}
          className="family-tree-svg"
        >
          {/* 2025-01-28: Arrow marker for connections */}
          <defs>
            <marker
              id="arrowhead"
              markerWidth="10"
              markerHeight="7"
              refX="9"
              refY="3.5"
              orient="auto"
            >
              <polygon points="0 0, 10 3.5, 0 7" fill="#3b82f6" />
            </marker>
          </defs>
          
          {/* 2025-01-28: Render connection lines first (behind nodes) */}
          {renderConnections()}
          
          {/* 2025-01-28: Render family member nodes */}
          {nodes.map(renderNode)}
        </svg>
      </div>
      
      {/* 2025-01-28: Editing instructions */}
      <div className="mt-4 p-3 bg-blue-50 border border-blue-200 rounded-lg">
        {editingMode ? (
          <>
            <p className="text-sm text-blue-800">
              <strong>✏️ Editing Mode Active:</strong> 
              {!selectedNode ? (
                ' Click on any family member to select them, then choose the relationship type from the dropdown above.'
              ) : !pendingRelationship ? (
                ' Now choose the relationship type from the dropdown above.'
              ) : (
                ' Now click on another family member to create the relationship. You will be asked to confirm.'
              )}
            </p>
            {selectedNode && (
              <p className="text-sm text-blue-600 mt-1">
                Selected: <strong>{nodes.find(n => n.id === selectedNode)?.member.entry.name || 'Unknown'}</strong>
              </p>
            )}
          </>
        ) : (
          <p className="text-sm text-blue-800">
            <strong>💡 How to Edit Family:</strong> Click on any family member to start editing, or use the "Edit Family" button above.
          </p>
        )}
      </div>
    </div>
  );
};

export default FamilyTreeVisualization;

react_frontend/src/components/family/__tests__/FamilyTreeComponents.test.tsx
============================================================================

// 2025-01-28: NEW - Comprehensive test suite for family tree components
// 2025-01-28: Tests FamilyTreeWindow, SimpleFamilyTree, and RelationshipManager integration
// 2025-01-28: Ensures proper data flow and component interaction
// 2025-01-28: ENHANCED - Added tests for new features: family exclusion, new family creation, family deletion

import React from 'react';
import { render, screen, fireEvent, waitFor } from '@testing-library/react';
import { vi, describe, it, expect, beforeEach } from 'vitest';
import FamilyTreeWindow from '../FamilyTreeWindow';
import SimpleFamilyTree from '../SimpleFamilyTree';
import RelationshipManager from '../RelationshipManager';
import { useAuthStore } from '../../../store/authStore';
import { familyService } from '../../../services/familyService';

// Mock the stores and services
vi.mock('../../../store/authStore');
vi.mock('../../../services/familyService');
vi.mock('react-dom', () => ({
  createPortal: (children: React.ReactNode) => children,
}));

// Mock data
const mockFamilyMembers = [
  {
    entry: {
      pid: 1,
      name: 'John Doe',
      contact: '1234567',
      dob: '1980-01-01',
      address: '123 Main St',
      island: 'Male',
      atoll: '',
      street: '',
      ward: '',
      party: '',
      DOB: '1980-01-01',
      status: 'Active',
      remark: '',
      email: '',
      gender: 'M',
      extra: '',
      profession: '',
      pep_status: '',
      change_status: 'Active',
      requested_by: '',
      batch: '',
      image_status: '',
      family_group_id: undefined,
      nid: undefined
    },
    role: 'parent' as const,
    relationship: 'father'
  },
  {
    entry: {
      pid: 2,
      name: 'Jane Doe',
      contact: '7654321',
      dob: '1982-02-02',
      address: '123 Main St',
      island: 'Male',
      atoll: '',
      street: '',
      ward: '',
      party: '',
      DOB: '1982-02-02',
      status: 'Active',
      remark: '',
      email: '',
      gender: 'F',
      extra: '',
      profession: '',
      pep_status: '',
      change_status: 'Active',
      requested_by: '',
      batch: '',
      image_status: '',
      family_group_id: undefined,
      nid: undefined
    },
    role: 'parent' as const,
    relationship: 'mother'
  },
  {
    entry: {
      pid: 3,
      name: 'Baby Doe',
      contact: '1111111',
      dob: '2010-03-03',
      address: '123 Main St',
      island: 'Male',
      atoll: '',
      street: '',
      ward: '',
      party: '',
      DOB: '2010-03-03',
      status: 'Active',
      remark: '',
      email: '',
      gender: 'M',
      extra: '',
      profession: '',
      pep_status: '',
      change_status: 'Active',
      requested_by: '',
      batch: '',
      image_status: '',
      family_group_id: undefined,
      nid: undefined
    },
    role: 'child' as const,
    relationship: 'son'
  }
];

const mockRelationships = [
  {
    id: 1,
    person1: 1,
    person2: 3,
    relationship_type: 'parent' as const,
    notes: 'Father and son',
